run_id,topo_type,num_nodes,packet_loss_prob,protocol,requests_sent,requests_succeeded,requests_failed,no_route,success_rate,avg_hops,avg_link_fidelity,avg_decoherence_factor,avg_e2e_fidelity,min_e2e_fidelity,max_e2e_fidelity,avg_total_delay_ms,recovery_paths_used,avg_recovery_per_success
20,ErdosRenyi,8,0.000000,QCAST,30,30,0,0,100.000000,1.700000,0.898991,0.816956,0.742201,0.286127,0.994044,48.553237,0,0.000000
21,ErdosRenyi,8,0.000000,Dijkstra,30,30,0,0,100.000000,1.733333,0.869610,0.816608,0.715755,0.347679,0.989791,52.318895,0,0.000000
21,ErdosRenyi,8,0.000000,QCAST,30,30,0,0,100.000000,1.766667,0.866028,0.818559,0.716034,0.343077,0.989791,51.000484,0,0.000000
22,ErdosRenyi,8,0.000000,Dijkstra,30,26,4,4,86.666667,1.653846,0.911111,0.865317,0.790999,0.469405,0.994365,41.652559,0,0.000000
22,ErdosRenyi,8,0.000000,QCAST,30,26,4,4,86.666667,1.653846,0.898732,0.853483,0.771583,0.426309,0.994365,43.741095,0,0.000000
23,ErdosRenyi,8,0.000000,Dijkstra,30,8,22,22,26.666667,1.875000,0.850086,0.870209,0.744226,0.552421,0.961416,33.588010,0,0.000000
23,ErdosRenyi,8,0.000000,QCAST,30,8,22,22,26.666667,1.875000,0.850086,0.870209,0.744226,0.552421,0.961416,33.588010,0,0.000000
24,ErdosRenyi,8,0.000000,Dijkstra,30,20,10,10,66.666667,1.700000,0.858064,0.864473,0.746904,0.459784,0.978983,34.725221,0,0.000000
24,ErdosRenyi,8,0.000000,QCAST,30,20,10,10,66.666667,1.700000,0.858064,0.864473,0.746904,0.459784,0.978983,34.725221,0,0.000000
25,ErdosRenyi,8,0.000000,Dijkstra,30,30,0,0,100.000000,1.300000,0.911023,0.915323,0.834549,0.558555,0.990690,39.978751,0,0.000000
25,ErdosRenyi,8,0.000000,QCAST,30,30,0,0,100.000000,1.300000,0.905643,0.923552,0.837803,0.558555,0.990690,38.264195,0,0.000000
26,ErdosRenyi,8,0.000000,Dijkstra,30,17,13,13,56.666667,1.235294,0.899809,0.927796,0.839989,0.481813,0.958078,39.018125,0,0.000000
26,ErdosRenyi,8,0.000000,QCAST,30,17,13,13,56.666667,1.235294,0.899809,0.927796,0.839989,0.481813,0.958078,39.018125,0,0.000000
27,ErdosRenyi,8,0.000000,Dijkstra,30,30,0,0,100.000000,1.600000,0.841628,0.839565,0.719056,0.274541,0.937460,52.281285,0,0.000000
27,ErdosRenyi,8,0.000000,QCAST,30,30,0,0,100.000000,1.666667,0.837362,0.822894,0.705547,0.096580,0.937460,54.681362,0,0.000000
28,ErdosRenyi,8,0.000000,Dijkstra,30,24,6,6,80.000000,1.625000,0.863377,0.879571,0.763638,0.538289,0.950995,46.805232,0,0.000000
28,ErdosRenyi,8,0.000000,QCAST,30,24,6,6,80.000000,1.666667,0.862595,0.870102,0.755057,0.518879,0.950995,47.767493,0,0.000000
29,ErdosRenyi,8,0.000000,Dijkstra,30,20,10,10,66.666667,2.200000,0.852613,0.661595,0.582841,0.127500,0.939319,73.627344,0,0.000000
29,ErdosRenyi,8,0.000000,QCAST,30,20,10,10,66.666667,2.200000,0.852613,0.661595,0.582841,0.127500,0.939319,73.627344,0,0.000000
30,ErdosRenyi,8,0.000000,Dijkstra,30,21,9,9,70.000000,2.000000,0.853659,0.723453,0.636566,0.072056,0.972131,65.549140,0,0.000000
30,ErdosRenyi,8,0.000000,QCAST,30,21,9,9,70.000000,2.000000,0.848506,0.717441,0.629838,0.072056,0.972131,68.604201,0,0.000000
1,ErdosRenyi,8,0.050000,Dijkstra,30,30,0,0,100.000000,2.100000,0.841340,0.653855,0.562801,0.199663,0.937586,77.025553,0,0.000000
1,ErdosRenyi,8,0.050000,QCAST,30,30,0,0,100.000000,2.100000,0.841340,0.653855,0.562801,0.199663,0.937586,77.025553,0,0.000000
2,ErdosRenyi,8,0.050000,Dijkstra,30,25,5,0,83.333333,1.880000,0.867288,0.770389,0.679906,0.093500,0.940525,51.225917,0,0.000000
2,ErdosRenyi,8,0.050000,QCAST,30,29,1,0,96.666667,2.172414,0.822926,0.695768,0.605819,0.000000,0.940525,59.663621,4,0.137931
3,ErdosRenyi,8,0.050000,Dijkstra,30,17,13,13,56.666667,1.705882,0.882397,0.808860,0.718470,0.271998,0.972845,45.591506,0,0.000000
3,ErdosRenyi,8,0.050000,QCAST,30,17,13,13,56.666667,1.705882,0.882397,0.808860,0.718470,0.271998,0.972845,45.591506,0,0.000000
4,ErdosRenyi,8,0.050000,Dijkstra,30,21,9,8,70.000000,1.666667,0.872389,0.838103,0.739496,0.349600,0.985296,40.489800,0,0.000000
4,ErdosRenyi,8,0.050000,QCAST,30,21,9,8,70.000000,1.666667,0.872389,0.838103,0.739496,0.349600,0.985296,40.489800,0,0.000000
5,ErdosRenyi,8,0.050000,Dijkstra,30,20,10,0,66.666667,1.900000,0.908397,0.756114,0.695036,0.287317,0.982518,50.976233,0,0.000000
5,ErdosRenyi,8,0.050000,QCAST,30,22,8,0,73.333333,2.045455,0.894987,0.728138,0.662387,0.168353,0.982518,54.569647,0,0.000000
6,ErdosRenyi,8,0.050000,Dijkstra,30,20,10,10,66.666667,2.550000,0.769444,0.606946,0.498439,0.059934,0.931601,73.609123,0,0.000000
6,ErdosRenyi,8,0.050000,QCAST,30,20,10,10,66.666667,2.550000,0.769444,0.606946,0.498439,0.059934,0.931601,73.609123,0,0.000000
7,ErdosRenyi,8,0.050000,Dijkstra,30,15,15,12,50.000000,1.600000,0.922108,0.794281,0.740683,0.239267,0.980172,63.364634,0,0.000000
7,ErdosRenyi,8,0.050000,QCAST,30,15,15,12,50.000000,1.600000,0.922108,0.794281,0.740683,0.239267,0.980172,63.364634,0,0.000000
8,ErdosRenyi,8,0.050000,Dijkstra,30,9,21,6,30.000000,1.000000,0.943248,1.000000,0.943248,0.884795,0.970279,29.721868,0,0.000000
8,ErdosRenyi,8,0.050000,QCAST,30,9,21,6,30.000000,1.000000,0.943248,1.000000,0.943248,0.884795,0.970279,29.721868,0,0.000000
9,ErdosRenyi,8,0.050000,Dijkstra,30,30,0,0,100.000000,2.066667,0.846841,0.784912,0.676115,0.155542,0.973141,41.839125,0,0.000000
9,ErdosRenyi,8,0.050000,QCAST,30,30,0,0,100.000000,2.066667,0.846841,0.784912,0.676115,0.155542,0.973141,41.839125,0,0.000000
10,ErdosRenyi,8,0.050000,Dijkstra,30,20,10,0,66.666667,1.700000,0.895611,0.831601,0.747725,0.363048,0.959003,47.559467,0,0.000000
10,ErdosRenyi,8,0.050000,QCAST,30,24,6,0,80.000000,1.916667,0.779093,0.789577,0.642082,0.000000,0.959003,48.363536,4,0.166667
11,ErdosRenyi,8,0.050000,Dijkstra,30,30,0,0,100.000000,2.100000,0.909361,0.664361,0.610337,0.115799,0.986044,64.111417,0,0.000000
11,ErdosRenyi,8,0.050000,QCAST,30,30,0,0,100.000000,2.100000,0.909361,0.664361,0.610337,0.115799,0.986044,64.111417,0,0.000000
12,ErdosRenyi,8,0.050000,Dijkstra,30,30,0,0,100.000000,2.066667,0.843837,0.761637,0.654058,0.112146,0.983410,50.439168,0,0.000000
12,ErdosRenyi,8,0.050000,QCAST,30,30,0,0,100.000000,2.066667,0.843837,0.761637,0.654058,0.112146,0.983410,50.439168,0,0.000000
13,ErdosRenyi,8,0.050000,Dijkstra,30,15,15,15,50.000000,1.733333,0.826367,0.813401,0.690072,0.236668,0.927502,37.801709,0,0.000000
13,ErdosRenyi,8,0.050000,QCAST,30,15,15,15,50.000000,1.733333,0.826367,0.813401,0.690072,0.236668,0.927502,37.801709,0,0.000000
14,ErdosRenyi,8,0.050000,Dijkstra,30,30,0,0,100.000000,2.133333,0.838684,0.688857,0.597924,0.202975,0.968691,60.639602,0,0.000000
14,ErdosRenyi,8,0.050000,QCAST,30,30,0,0,100.000000,2.133333,0.838684,0.688857,0.597924,0.202975,0.968691,60.639602,0,0.000000
15,ErdosRenyi,8,0.050000,Dijkstra,30,13,17,17,43.333333,2.307692,0.792849,0.658660,0.533820,0.280017,0.972217,60.131784,0,0.000000
15,ErdosRenyi,8,0.050000,QCAST,30,13,17,17,43.333333,2.307692,0.792849,0.658660,0.533820,0.280017,0.972217,60.131784,0,0.000000
16,ErdosRenyi,8,0.050000,Dijkstra,30,21,9,9,70.000000,1.142857,0.931947,0.961950,0.898516,0.610266,0.994828,27.047875,0,0.000000
16,ErdosRenyi,8,0.050000,QCAST,30,21,9,9,70.000000,1.142857,0.931947,0.961950,0.898516,0.610266,0.994828,27.047875,0,0.000000
17,ErdosRenyi,8,0.050000,Dijkstra,30,20,10,10,66.666667,1.450000,0.902683,0.891769,0.809314,0.458485,0.987157,39.321994,0,0.000000
17,ErdosRenyi,8,0.050000,QCAST,30,20,10,10,66.666667,1.450000,0.882746,0.876548,0.781974,0.458485,0.987157,44.108303,0,0.000000
18,ErdosRenyi,8,0.050000,Dijkstra,30,19,11,11,63.333333,2.105263,0.858477,0.698658,0.628989,0.018696,0.965818,73.243799,0,0.000000
18,ErdosRenyi,8,0.050000,QCAST,30,19,11,11,63.333333,2.105263,0.858477,0.698658,0.628989,0.018696,0.965818,73.243799,0,0.000000
19,ErdosRenyi,8,0.050000,Dijkstra,30,24,6,6,80.000000,2.291667,0.821952,0.666692,0.564616,0.117992,0.947742,71.129531,0,0.000000
19,ErdosRenyi,8,0.050000,QCAST,30,24,6,6,80.000000,2.291667,0.821952,0.666692,0.564616,0.117992,0.947742,71.129531,0,0.000000
20,ErdosRenyi,8,0.050000,Dijkstra,30,19,11,0,63.333333,1.631579,0.896246,0.840030,0.763818,0.286127,0.994044,41.210499,0,0.000000
20,ErdosRenyi,8,0.050000,QCAST,30,28,2,0,93.333333,1.892857,0.880121,0.742267,0.663988,0.205187,0.994044,58.657379,9,0.321429
21,ErdosRenyi,8,0.050000,Dijkstra,30,30,0,0,100.000000,1.733333,0.869610,0.816608,0.715755,0.347679,0.989791,52.318895,0,0.000000
21,ErdosRenyi,8,0.050000,QCAST,30,30,0,0,100.000000,1.766667,0.866028,0.818559,0.716034,0.343077,0.989791,51.000484,0,0.000000
22,ErdosRenyi,8,0.050000,Dijkstra,30,24,6,4,80.000000,1.625000,0.918211,0.865374,0.797407,0.469405,0.994365,42.698879,0,0.000000
22,ErdosRenyi,8,0.050000,QCAST,30,26,4,4,86.666667,1.730769,0.914392,0.844189,0.775486,0.320667,0.994365,44.053711,4,0.153846
23,ErdosRenyi,8,0.050000,Dijkstra,30,6,24,22,20.000000,1.666667,0.868784,0.896628,0.782756,0.576620,0.961416,26.552523,0,0.000000
23,ErdosRenyi,8,0.050000,QCAST,30,6,24,22,20.000000,1.666667,0.868784,0.896628,0.782756,0.576620,0.961416,26.552523,0,0.000000
24,ErdosRenyi,8,0.050000,Dijkstra,30,20,10,10,66.666667,1.700000,0.858064,0.864473,0.746904,0.459784,0.978983,34.725221,0,0.000000
24,ErdosRenyi,8,0.050000,QCAST,30,20,10,10,66.666667,1.700000,0.858064,0.864473,0.746904,0.459784,0.978983,34.725221,0,0.000000
25,ErdosRenyi,8,0.050000,Dijkstra,30,30,0,0,100.000000,1.300000,0.911023,0.915323,0.834549,0.558555,0.990690,39.978751,0,0.000000
25,ErdosRenyi,8,0.050000,QCAST,30,30,0,0,100.000000,1.300000,0.905643,0.923552,0.837803,0.558555,0.990690,38.264195,0,0.000000
26,ErdosRenyi,8,0.050000,Dijkstra,30,17,13,13,56.666667,1.235294,0.899809,0.927796,0.839989,0.481813,0.958078,39.018125,0,0.000000
26,ErdosRenyi,8,0.050000,QCAST,30,17,13,13,56.666667,1.235294,0.899809,0.927796,0.839989,0.481813,0.958078,39.018125,0,0.000000
27,ErdosRenyi,8,0.050000,Dijkstra,30,26,4,0,86.666667,1.576923,0.851236,0.851841,0.737527,0.274541,0.937460,48.984408,0,0.000000
27,ErdosRenyi,8,0.050000,QCAST,30,29,1,0,96.666667,1.758621,0.836629,0.808464,0.692595,0.245106,0.937460,53.116561,4,0.137931
28,ErdosRenyi,8,0.050000,Dijkstra,30,18,12,6,60.000000,1.666667,0.861920,0.858849,0.744934,0.538289,0.950995,44.578809,0,0.000000
28,ErdosRenyi,8,0.050000,QCAST,30,21,9,6,70.000000,1.809524,0.852054,0.803890,0.691859,0.328328,0.950995,52.966916,3,0.142857
29,ErdosRenyi,8,0.050000,Dijkstra,30,20,10,10,66.666667,2.200000,0.852613,0.661595,0.582841,0.127500,0.939319,73.627344,0,0.000000
29,ErdosRenyi,8,0.050000,QCAST,30,20,10,10,66.666667,2.200000,0.852613,0.661595,0.582841,0.127500,0.939319,73.627344,0,0.000000
30,ErdosRenyi,8,0.050000,Dijkstra,30,21,9,9,70.000000,2.000000,0.853659,0.723453,0.636566,0.072056,0.972131,65.549140,0,0.000000
30,ErdosRenyi,8,0.050000,QCAST,30,21,9,9,70.000000,2.000000,0.848506,0.717441,0.629838,0.072056,0.972131,68.604201,0,0.000000
1,ErdosRenyi,8,0.100000,Dijkstra,30,30,0,0,100.000000,2.100000,0.841340,0.653855,0.562801,0.199663,0.937586,77.025553,0,0.000000
1,ErdosRenyi,8,0.100000,QCAST,30,30,0,0,100.000000,2.100000,0.841340,0.653855,0.562801,0.199663,0.937586,77.025553,0,0.000000
2,ErdosRenyi,8,0.100000,Dijkstra,30,25,5,0,83.333333,1.880000,0.867288,0.770389,0.679906,0.093500,0.940525,51.225917,0,0.000000
2,ErdosRenyi,8,0.100000,QCAST,30,29,1,0,96.666667,2.172414,0.822926,0.695768,0.605819,0.000000,0.940525,59.663621,4,0.137931
3,ErdosRenyi,8,0.100000,Dijkstra,30,17,13,13,56.666667,1.705882,0.882397,0.808860,0.718470,0.271998,0.972845,45.591506,0,0.000000
3,ErdosRenyi,8,0.100000,QCAST,30,17,13,13,56.666667,1.705882,0.882397,0.808860,0.718470,0.271998,0.972845,45.591506,0,0.000000
4,ErdosRenyi,8,0.100000,Dijkstra,30,21,9,8,70.000000,1.666667,0.872389,0.838103,0.739496,0.349600,0.985296,40.489800,0,0.000000
4,ErdosRenyi,8,0.100000,QCAST,30,21,9,8,70.000000,1.666667,0.872389,0.838103,0.739496,0.349600,0.985296,40.489800,0,0.000000
5,ErdosRenyi,8,0.100000,Dijkstra,30,20,10,0,66.666667,1.900000,0.908397,0.756114,0.695036,0.287317,0.982518,50.976233,0,0.000000
5,ErdosRenyi,8,0.100000,QCAST,30,22,8,0,73.333333,2.045455,0.894987,0.728138,0.662387,0.168353,0.982518,54.569647,0,0.000000
6,ErdosRenyi,8,0.100000,Dijkstra,30,20,10,10,66.666667,2.550000,0.769444,0.606946,0.498439,0.059934,0.931601,73.609123,0,0.000000
6,ErdosRenyi,8,0.100000,QCAST,30,20,10,10,66.666667,2.550000,0.769444,0.606946,0.498439,0.059934,0.931601,73.609123,0,0.000000
7,ErdosRenyi,8,0.100000,Dijkstra,30,15,15,12,50.000000,1.600000,0.922108,0.794281,0.740683,0.239267,0.980172,63.364634,0,0.000000
7,ErdosRenyi,8,0.100000,QCAST,30,15,15,12,50.000000,1.600000,0.922108,0.794281,0.740683,0.239267,0.980172,63.364634,0,0.000000
8,ErdosRenyi,8,0.100000,Dijkstra,30,9,21,6,30.000000,1.000000,0.943248,1.000000,0.943248,0.884795,0.970279,29.721868,0,0.000000
8,ErdosRenyi,8,0.100000,QCAST,30,9,21,6,30.000000,1.000000,0.943248,1.000000,0.943248,0.884795,0.970279,29.721868,0,0.000000
9,ErdosRenyi,8,0.100000,Dijkstra,30,23,7,0,76.666667,1.869565,0.852658,0.798059,0.691795,0.235064,0.973141,38.922960,0,0.000000
9,ErdosRenyi,8,0.100000,QCAST,30,23,7,0,76.666667,1.869565,0.852658,0.798059,0.691795,0.235064,0.973141,38.922960,0,0.000000
10,ErdosRenyi,8,0.100000,Dijkstra,30,20,10,0,66.666667,1.700000,0.895611,0.831601,0.747725,0.363048,0.959003,47.559467,0,0.000000
10,ErdosRenyi,8,0.100000,QCAST,30,24,6,0,80.000000,1.916667,0.779093,0.789577,0.642082,0.000000,0.959003,48.363536,4,0.166667
11,ErdosRenyi,8,0.100000,Dijkstra,30,30,0,0,100.000000,2.100000,0.909361,0.664361,0.610337,0.115799,0.986044,64.111417,0,0.000000
11,ErdosRenyi,8,0.100000,QCAST,30,30,0,0,100.000000,2.100000,0.909361,0.664361,0.610337,0.115799,0.986044,64.111417,0,0.000000
12,ErdosRenyi,8,0.100000,Dijkstra,30,22,8,0,73.333333,1.954545,0.841948,0.794800,0.679450,0.364422,0.983410,43.982970,0,0.000000
12,ErdosRenyi,8,0.100000,QCAST,30,29,1,0,96.666667,2.586207,0.760366,0.646389,0.535059,0.000000,0.983410,56.501682,7,0.241379
13,ErdosRenyi,8,0.100000,Dijkstra,30,12,18,15,40.000000,1.666667,0.826868,0.812045,0.690208,0.236668,0.905109,37.625764,0,0.000000
13,ErdosRenyi,8,0.100000,QCAST,30,12,18,15,40.000000,1.666667,0.826868,0.812045,0.690208,0.236668,0.905109,37.625764,0,0.000000
14,ErdosRenyi,8,0.100000,Dijkstra,30,30,0,0,100.000000,2.133333,0.838684,0.688857,0.597924,0.202975,0.968691,60.639602,0,0.000000
14,ErdosRenyi,8,0.100000,QCAST,30,30,0,0,100.000000,2.133333,0.838684,0.688857,0.597924,0.202975,0.968691,60.639602,0,0.000000
15,ErdosRenyi,8,0.100000,Dijkstra,30,13,17,17,43.333333,2.307692,0.792849,0.658660,0.533820,0.280017,0.972217,60.131784,0,0.000000
15,ErdosRenyi,8,0.100000,QCAST,30,13,17,17,43.333333,2.307692,0.792849,0.658660,0.533820,0.280017,0.972217,60.131784,0,0.000000
16,ErdosRenyi,8,0.100000,Dijkstra,30,21,9,9,70.000000,1.142857,0.931947,0.961950,0.898516,0.610266,0.994828,27.047875,0,0.000000
16,ErdosRenyi,8,0.100000,QCAST,30,21,9,9,70.000000,1.142857,0.931947,0.961950,0.898516,0.610266,0.994828,27.047875,0,0.000000
17,ErdosRenyi,8,0.100000,Dijkstra,30,20,10,10,66.666667,1.450000,0.902683,0.891769,0.809314,0.458485,0.987157,39.321994,0,0.000000
17,ErdosRenyi,8,0.100000,QCAST,30,20,10,10,66.666667,1.450000,0.882746,0.876548,0.781974,0.458485,0.987157,44.108303,0,0.000000
18,ErdosRenyi,8,0.100000,Dijkstra,30,19,11,11,63.333333,2.105263,0.858477,0.698658,0.628989,0.018696,0.965818,73.243799,0,0.000000
18,ErdosRenyi,8,0.100000,QCAST,30,19,11,11,63.333333,2.105263,0.858477,0.698658,0.628989,0.018696,0.965818,73.243799,0,0.000000
19,ErdosRenyi,8,0.100000,Dijkstra,30,24,6,6,80.000000,2.291667,0.821952,0.666692,0.564616,0.117992,0.947742,71.129531,0,0.000000
19,ErdosRenyi,8,0.100000,QCAST,30,24,6,6,80.000000,2.291667,0.821952,0.666692,0.564616,0.117992,0.947742,71.129531,0,0.000000
20,ErdosRenyi,8,0.100000,Dijkstra,30,19,11,0,63.333333,1.631579,0.896246,0.840030,0.763818,0.286127,0.994044,41.210499,0,0.000000
20,ErdosRenyi,8,0.100000,QCAST,30,28,2,0,93.333333,1.892857,0.880121,0.742267,0.663988,0.205187,0.994044,58.657379,9,0.321429
21,ErdosRenyi,8,0.100000,Dijkstra,30,30,0,0,100.000000,1.733333,0.869610,0.816608,0.715755,0.347679,0.989791,52.318895,0,0.000000
21,ErdosRenyi,8,0.100000,QCAST,30,30,0,0,100.000000,1.766667,0.866028,0.818559,0.716034,0.343077,0.989791,51.000484,0,0.000000
22,ErdosRenyi,8,0.100000,Dijkstra,30,20,10,4,66.666667,1.700000,0.922502,0.857213,0.794036,0.469405,0.994365,40.988919,0,0.000000
22,ErdosRenyi,8,0.100000,QCAST,30,20,10,4,66.666667,1.700000,0.922502,0.857213,0.794036,0.469405,0.994365,40.988919,2,0.100000
23,ErdosRenyi,8,0.100000,Dijkstra,30,6,24,22,20.000000,1.666667,0.868784,0.896628,0.782756,0.576620,0.961416,26.552523,0,0.000000
23,ErdosRenyi,8,0.100000,QCAST,30,6,24,22,20.000000,1.666667,0.868784,0.896628,0.782756,0.576620,0.961416,26.552523,0,0.000000
24,ErdosRenyi,8,0.100000,Dijkstra,30,20,10,10,66.666667,1.700000,0.858064,0.864473,0.746904,0.459784,0.978983,34.725221,0,0.000000
24,ErdosRenyi,8,0.100000,QCAST,30,20,10,10,66.666667,1.700000,0.858064,0.864473,0.746904,0.459784,0.978983,34.725221,0,0.000000
25,ErdosRenyi,8,0.100000,Dijkstra,30,27,3,0,90.000000,1.296296,0.914839,0.911632,0.834557,0.558555,0.990690,41.013943,0,0.000000
25,ErdosRenyi,8,0.100000,QCAST,30,28,2,0,93.333333,1.357143,0.908039,0.890457,0.812071,0.296329,0.990690,42.519425,3,0.107143
26,ErdosRenyi,8,0.100000,Dijkstra,30,17,13,13,56.666667,1.235294,0.899809,0.927796,0.839989,0.481813,0.958078,39.018125,0,0.000000
26,ErdosRenyi,8,0.100000,QCAST,30,17,13,13,56.666667,1.235294,0.899809,0.927796,0.839989,0.481813,0.958078,39.018125,0,0.000000
27,ErdosRenyi,8,0.100000,Dijkstra,30,16,14,0,53.333333,1.312500,0.873497,0.922796,0.813737,0.274905,0.937460,44.307937,0,0.000000
