run_id,topo_type,num_nodes,packet_loss_prob,protocol,requests_sent,requests_succeeded,requests_failed,no_route,success_rate,avg_hops,avg_link_fidelity,avg_decoherence_factor,avg_e2e_fidelity,min_e2e_fidelity,max_e2e_fidelity,avg_total_delay_ms,recovery_paths_used,avg_recovery_per_success
13,ScaleFree,8,0.050000,Dijkstra,30,30,0,0,100.000000,1.566667,0.888447,0.856051,0.765679,0.500561,0.990977,41.455257,0,0.000000
13,ScaleFree,8,0.050000,QCAST,30,30,0,0,100.000000,1.566667,0.875056,0.854954,0.752962,0.500561,0.990977,41.719610,0,0.000000
14,ScaleFree,8,0.050000,Dijkstra,30,30,0,0,100.000000,1.633333,0.888620,0.863088,0.770542,0.476416,0.987020,33.165899,0,0.000000
14,ScaleFree,8,0.050000,QCAST,30,30,0,0,100.000000,1.633333,0.871611,0.867676,0.760994,0.476416,0.987020,32.825954,3,0.100000
15,ScaleFree,8,0.050000,Dijkstra,30,30,0,0,100.000000,1.600000,0.904196,0.869226,0.788334,0.498321,0.982468,42.883809,0,0.000000
15,ScaleFree,8,0.050000,QCAST,30,30,0,0,100.000000,1.600000,0.904196,0.869226,0.788334,0.498321,0.982468,42.883809,0,0.000000
16,ScaleFree,8,0.050000,Dijkstra,30,30,0,0,100.000000,1.566667,0.850670,0.871499,0.746603,0.570381,0.969270,39.977487,0,0.000000
16,ScaleFree,8,0.050000,QCAST,30,30,0,0,100.000000,1.566667,0.850670,0.871499,0.746603,0.570381,0.969270,39.977487,0,0.000000
17,ScaleFree,8,0.050000,Dijkstra,30,30,0,0,100.000000,1.733333,0.874368,0.817135,0.721439,0.327622,0.988696,43.327567,0,0.000000
17,ScaleFree,8,0.050000,QCAST,30,30,0,0,100.000000,1.733333,0.865982,0.818628,0.718474,0.280694,0.988696,44.339589,0,0.000000
18,ScaleFree,8,0.050000,Dijkstra,30,30,0,0,100.000000,1.600000,0.878173,0.825904,0.730515,0.499161,0.987696,56.863299,0,0.000000
18,ScaleFree,8,0.050000,QCAST,30,30,0,0,100.000000,1.600000,0.877712,0.827708,0.731631,0.499161,0.987696,56.285777,0,0.000000
19,ScaleFree,8,0.050000,Dijkstra,30,30,0,0,100.000000,1.633333,0.884997,0.840455,0.746481,0.223727,0.987616,45.967297,0,0.000000
19,ScaleFree,8,0.050000,QCAST,30,30,0,0,100.000000,1.633333,0.869862,0.870533,0.762031,0.439676,0.987616,38.576050,0,0.000000
20,ScaleFree,8,0.050000,Dijkstra,30,28,2,0,93.333333,1.750000,0.913635,0.833585,0.763353,0.319457,0.991442,43.850945,0,0.000000
20,ScaleFree,8,0.050000,QCAST,30,28,2,0,93.333333,1.857143,0.890888,0.774191,0.693365,0.088443,0.991442,52.772033,0,0.000000
21,ScaleFree,8,0.050000,Dijkstra,30,30,0,0,100.000000,1.500000,0.888377,0.871909,0.781726,0.297712,0.982090,37.817340,0,0.000000
21,ScaleFree,8,0.050000,QCAST,30,30,0,0,100.000000,1.500000,0.877386,0.880741,0.783010,0.327163,0.982090,35.121331,0,0.000000
22,ScaleFree,8,0.050000,Dijkstra,30,26,4,0,86.666667,1.692308,0.876864,0.860900,0.765497,0.362290,0.985514,36.414080,0,0.000000
22,ScaleFree,8,0.050000,QCAST,30,29,1,0,96.666667,1.724138,0.865013,0.847399,0.742485,0.362290,0.985514,39.828010,1,0.034483
23,ScaleFree,8,0.050000,Dijkstra,30,25,5,0,83.333333,1.480000,0.878995,0.903350,0.800579,0.411918,0.992040,31.548853,0,0.000000
23,ScaleFree,8,0.050000,QCAST,30,30,0,0,100.000000,1.600000,0.863824,0.879155,0.767350,0.363005,0.992040,32.787312,3,0.100000
24,ScaleFree,8,0.050000,Dijkstra,30,30,0,0,100.000000,1.333333,0.889769,0.923070,0.823543,0.528947,0.958271,30.129474,0,0.000000
24,ScaleFree,8,0.050000,QCAST,30,30,0,0,100.000000,1.333333,0.885911,0.921714,0.819621,0.528947,0.958271,30.410150,0,0.000000
25,ScaleFree,8,0.050000,Dijkstra,30,30,0,0,100.000000,1.333333,0.905730,0.912027,0.829510,0.530836,0.972061,45.980677,0,0.000000
25,ScaleFree,8,0.050000,QCAST,30,30,0,0,100.000000,1.333333,0.893688,0.909728,0.817964,0.494915,0.972061,45.728108,0,0.000000
26,ScaleFree,8,0.050000,Dijkstra,30,28,2,0,93.333333,1.464286,0.895484,0.865636,0.780699,0.553189,0.983284,52.032798,0,0.000000
26,ScaleFree,8,0.050000,QCAST,30,30,0,0,100.000000,1.566667,0.886695,0.824410,0.739603,0.215302,0.983284,57.012234,2,0.066667
27,ScaleFree,8,0.050000,Dijkstra,30,26,4,0,86.666667,1.576923,0.906676,0.844844,0.770026,0.503498,0.977734,49.906320,0,0.000000
27,ScaleFree,8,0.050000,QCAST,30,29,1,0,96.666667,1.655172,0.903542,0.825779,0.750140,0.302014,0.977734,50.367590,5,0.172414
28,ScaleFree,8,0.050000,Dijkstra,30,19,11,0,63.333333,1.526316,0.917186,0.855735,0.786987,0.444590,0.987462,45.119897,0,0.000000
28,ScaleFree,8,0.050000,QCAST,30,29,1,0,96.666667,1.931034,0.866968,0.768835,0.680203,0.099944,0.987462,50.358394,11,0.379310
29,ScaleFree,8,0.050000,Dijkstra,30,30,0,0,100.000000,1.500000,0.936929,0.864874,0.811484,0.323760,0.991170,49.899052,0,0.000000
29,ScaleFree,8,0.050000,QCAST,30,30,0,0,100.000000,1.500000,0.932562,0.857661,0.802386,0.245170,0.991170,52.469781,0,0.000000
30,ScaleFree,8,0.050000,Dijkstra,30,28,2,0,93.333333,1.464286,0.894325,0.894318,0.801946,0.509950,0.990784,49.624709,0,0.000000
30,ScaleFree,8,0.050000,QCAST,30,28,2,0,93.333333,1.464286,0.894325,0.894318,0.801946,0.509950,0.990784,49.624709,0,0.000000
1,ScaleFree,8,0.100000,Dijkstra,30,30,0,0,100.000000,1.633333,0.873056,0.835118,0.731081,0.494218,0.932125,52.869805,0,0.000000
1,ScaleFree,8,0.100000,QCAST,30,30,0,0,100.000000,1.633333,0.855489,0.849025,0.729509,0.465197,0.932125,50.711934,0,0.000000
2,ScaleFree,8,0.100000,Dijkstra,30,19,11,0,63.333333,1.368421,0.928657,0.906920,0.844722,0.549844,0.983403,34.399363,0,0.000000
2,ScaleFree,8,0.100000,QCAST,30,22,8,0,73.333333,1.590909,0.927496,0.856644,0.797066,0.418040,0.983403,38.799672,3,0.136364
3,ScaleFree,8,0.100000,Dijkstra,30,25,5,0,83.333333,1.640000,0.901311,0.821210,0.745629,0.278169,0.993509,43.726302,0,0.000000
3,ScaleFree,8,0.100000,QCAST,30,29,1,0,96.666667,1.827586,0.896776,0.772915,0.699210,0.278169,0.993509,48.428253,0,0.000000
4,ScaleFree,8,0.100000,Dijkstra,30,26,4,0,86.666667,1.538462,0.870114,0.899870,0.786977,0.582879,0.985296,31.158425,0,0.000000
4,ScaleFree,8,0.100000,QCAST,30,30,0,0,100.000000,1.666667,0.859370,0.889466,0.769285,0.452743,0.985296,30.850717,4,0.133333
5,ScaleFree,8,0.100000,Dijkstra,30,24,6,0,80.000000,1.500000,0.914112,0.863501,0.791827,0.467075,0.988304,44.242551,0,0.000000
5,ScaleFree,8,0.100000,QCAST,30,27,3,0,90.000000,1.666667,0.901280,0.811640,0.736737,0.283759,0.988304,46.853797,5,0.185185
6,ScaleFree,8,0.100000,Dijkstra,30,27,3,0,90.000000,1.851852,0.888882,0.771301,0.695391,0.286931,0.990612,51.731516,0,0.000000
6,ScaleFree,8,0.100000,QCAST,30,30,0,0,100.000000,1.933333,0.881610,0.740366,0.662966,0.277159,0.990612,56.565749,1,0.033333
7,ScaleFree,8,0.100000,Dijkstra,30,29,1,0,96.666667,1.620690,0.890781,0.799201,0.716493,0.240836,0.978550,52.904455,0,0.000000
7,ScaleFree,8,0.100000,QCAST,30,29,1,0,96.666667,1.689655,0.847139,0.791438,0.683971,0.168877,0.978550,57.379054,0,0.000000
8,ScaleFree,8,0.100000,Dijkstra,30,16,14,0,53.333333,1.375000,0.877787,0.938078,0.825663,0.656366,0.976562,27.136500,0,0.000000
8,ScaleFree,8,0.100000,QCAST,30,17,13,0,56.666667,1.470588,0.867016,0.916036,0.800116,0.391357,0.976562,27.853302,1,0.058824
